fund,fund_ticker,yahoo_ticker,name
GSLC,MKC,MKC,McCormick & Co Inc
GSLC,MKL,MKL,Markel Corp
GSLC,MLM,MLM,Martin Marietta Materials Inc
GSLC,MMC,MMC,Marsh & McLennan Cos Inc
GSLC,MMM,MMM,3M Co
GSLC,MNST,MNST,Monster Beverage Corp
GSLC,MO,MO,Altria Group Inc
GSLC,MOH,MOH,Molina Healthcare Inc
GSLC,MOS,MOS,Mosaic Co
GSLC,MPC,MPC,Marathon Petroleum Corp
GSLC,MPWR,MPWR,Monolithic Power Systems Inc
GSLC,MRK,MRK,Merck & Co Inc
GSLC,MRNA,MRNA,Moderna Inc
GSLC,MRO,MRO,Marathon Oil Corp
GSLC,MS,MS,Morgan Stanley
GSLC,MSCI,MSCI,MSCI Inc
GSLC,MSFT,MSFT,Microsoft Corp
GSLC,MSI,MSI,Motorola Solutions Inc
GSLC,MTB,MTB,M&T Bank Corp
GSLC,MTCH,MTCH,Match Group Inc
GSLC,MTD,MTD,Mettler-Toledo International Inc
GSLC,MU,MU,Micron Technology Inc
GSLC,NDAQ,NDAQ,Nasdaq Inc
GSLC,NEE,NEE,NextEra Energy Inc
GSLC,NEM,NEM,Newmont Corp
GSLC,NFLX,NFLX,Netflix Inc
GSLC,NKE,NKE,NIKE Inc
GSLC,NLOK,NLOK,NortonLifeLock Inc
GSLC,NOC,NOC,Northrop Grumman Corp
GSLC,NOW,NOW,ServiceNow Inc
GSLC,NSC,NSC,Norfolk Southern Corp
GSLC,NTAP,NTAP,NetApp Inc
GSLC,NTRS,NTRS,Northern Trust Corp
GSLC,NUE,NUE,Nucor Corp
GSLC,NVDA,NVDA,NVIDIA Corp
GSLC,NVR,NVR,NVR Inc
GSLC,O,O,Realty Income Corp
GSLC,ODFL,ODFL,Old Dominion Freight Line Inc
GSLC,OKE,OKE,ONEOK Inc
GSLC,OMC,OMC,Omnicom Group Inc
GSLC,ON,ON,ON Semiconductor Corp
GSLC,ORCL,ORCL,Oracle Corp
GSLC,ORLY,ORLY,OReilly Automotive Inc
GSLC,OTIS,OTIS,Otis Worldwide Corp
GSLC,OVV,OVV,Ovintiv Inc
GSLC,OXY,OXY,Occidental Petroleum Corp
GSLC,PANW,PANW,Palo Alto Networks Inc
GSLC,PAYX,PAYX,Paychex Inc
GSLC,PCAR,PCAR,PACCAR Inc
GSLC,PCG,PCG,PG&E Corp
GSLC,PEAK,PEAK,Healthpeak Properties Inc
GSLC,PEG,PEG,Public Service Enterprise Group Inc
GSLC,PEP,PEP,PepsiCo Inc
GSLC,PFE,PFE,Pfizer Inc
GSLC,PFG,PFG,Principal Financial Group Inc
GSLC,PG,PG,Procter & Gamble Co
GSLC,PGR,PGR,Progressive Corp
GSLC,PH,PH,Parker-Hannifin Corp
GSLC,PINS,PINS,Pinterest Inc
GSLC,PKG,PKG,Packaging Corp of America
GSLC,PKI,PKI,PerkinElmer Inc
GSLC,PLD,PLD,Prologis Inc
GSLC,PM,PM,Philip Morris International Inc
GSLC,PNC,PNC,PNC Financial Services Group Inc
GSLC,PODD,PODD,Insulet Corp
GSLC,POOL,POOL,Pool Corp
GSLC,PPG,PPG,PPG Industries Inc
GSLC,PPL,PPL,PPL Corp
GSLC,PRU,PRU,Prudential Financial Inc
GSLC,PSA,PSA,Public Storage
GSLC,PSX,PSX,Phillips 66
GSLC,PWR,PWR,Quanta Services Inc
GSLC,PXD,PXD,Pioneer Natural Resources Co
GSLC,PYPL,PYPL,PayPal Holdings Inc
GSLC,QCOM,QCOM,QUALCOMM Inc
GSLC,QRVO,QRVO,Qorvo Inc
GSLC,REGN,REGN,Regeneron Pharmaceuticals Inc
GSLC,RF,RF,Regions Financial Corp
GSLC,RJF,RJF,Raymond James Financial Inc
GSLC,RMD,RMD,ResMed Inc
GSLC,ROK,ROK,Rockwell Automation Inc
GSLC,ROKU,ROKU,Roku Inc
GSLC,ROP,ROP,Roper Technologies Inc
GSLC,ROST,ROST,Ross Stores Inc
GSLC,RPM,RPM,RPM International Inc
GSLC,RPRX,RPRX,Royalty Pharma PLC
GSLC,RSG,RSG,Republic Services Inc
GSLC,RTX,RTX,Raytheon Technologies Corp
GSLC,SBAC,SBAC,SBA Communications Corp
GSLC,SBUX,SBUX,Starbucks Corp
GSLC,SCHW,SCHW,Charles Schwab Corp
GSLC,SGEN,SGEN,Seagen Inc
GSLC,SHW,SHW,Sherwin-Williams Co
GSLC,SIVB,SIVB,SVB Financial Group
GSLC,SJM,SJM,J M Smucker Co
GSLC,SLB,SLB,Schlumberger NV
GSLC,SNPS,SNPS,Synopsys Inc
GSLC,SO,SO,Southern Co
GSLC,SPG,SPG,Simon Property Group Inc
GSLC,SPGI,SPGI,S&P Global Inc
GSLC,SPLK,SPLK,Splunk Inc
GSLC,SQ,SQ,Block Inc
GSLC,SRE,SRE,Sempra Energy
GSLC,SSNC,SSNC,SS&C Technologies Holdings Inc
GSLC,STE,STE,STERIS PLC
GSLC,STLA,STLA,Stellantis NV
GSLC,STLD,STLD,Steel Dynamics Inc
GSLC,STT,STT,State Street Corp
GSLC,STX,STX,Seagate Technology Holdings PLC
GSLC,STZ,STZ,Constellation Brands Inc
GSLC,SUI,SUI,Sun Communities Inc
GSLC,SWKS,SWKS,Skyworks Solutions Inc
GSLC,SYF,SYF,Synchrony Financial
GSLC,SYK,SYK,Stryker Corp
GSLC,SYY,SYY,Sysco Corp
GSLC,T,T,AT&T Inc
GSLC,TDY,TDY,Teledyne Technologies Inc
GSLC,TEAM,TEAM,Atlassian Corp
GSLC,TER,TER,Teradyne Inc
GSLC,TFC,TFC,Truist Financial Corp
GSLC,TGT,TGT,Target Corp
GSLC,TJX,TJX,TJX Cos Inc
GSLC,TMO,TMO,Thermo Fisher Scientific Inc
GSLC,TMUS,TMUS,T-Mobile US Inc
GSLC,TPL,TPL,Texas Pacific Land Corp
GSLC,TRGP,TRGP,Targa Resources Corp
GSLC,TRMB,TRMB,Trimble Inc
GSLC,TROW,TROW,T Rowe Price Group Inc
GSLC,TRV,TRV,Travelers Cos Inc
GSLC,TSCO,TSCO,Tractor Supply Co
GSLC,TSLA,TSLA,Tesla Inc
GSLC,TSN,TSN,Tyson Foods Inc
GSLC,TT,TT,Trane Technologies PLC
GSLC,TTWO,TTWO,Take-Two Interactive Software Inc
GSLC,TXN,TXN,Texas Instruments Inc
GSLC,TXT,TXT,Textron Inc
GSLC,TYL,TYL,Tyler Technologies Inc
GSLC,UAL,UAL,United Airlines Holdings Inc
GSLC,UDR,UDR,UDR Inc
GSLC,ULTA,ULTA,Ulta Beauty Inc
GSLC,UNH,UNH,UnitedHealth Group Inc
GSLC,UNP,UNP,Union Pacific Corp
GSLC,UPS,UPS,United Parcel Service Inc
GSLC,URI,URI,United Rentals Inc
GSLC,USB,USB,US Bancorp
GSLC,V,V,Visa Inc
GSLC,VEEV,VEEV,Veeva Systems Inc
GSLC,VFC,VFC,VF Corp
GSLC,VICI,VICI,VICI Properties Inc
GSLC,VLO,VLO,Valero Energy Corp
GSLC,VMW,VMW,VMware Inc
GSLC,VRSK,VRSK,Verisk Analytics Inc
GSLC,VRSN,VRSN,VeriSign Inc
GSLC,VRTX,VRTX,Vertex Pharmaceuticals Inc
GSLC,VTR,VTR,Ventas Inc
GSLC,VTRS,VTRS,Viatris Inc
GSLC,VZ,VZ,Verizon Communications Inc
GSLC,WAB,WAB,Westinghouse Air Brake Technologies Corp
GSLC,WAT,WAT,Waters Corp
GSLC,WBA,WBA,Walgreens Boots Alliance Inc
GSLC,WBD,WBD,Warner Bros Discovery Inc
GSLC,WDAY,WDAY,Workday Inc
GSLC,WDC,WDC,Western Digital Corp
GSLC,WEC,WEC,WEC Energy Group Inc
GSLC,WELL,WELL,Welltower Inc
GSLC,WFC,WFC,Wells Fargo & Co
GSLC,WM,WM,Waste Management Inc
GSLC,WMB,WMB,Williams Cos Inc
GSLC,WMT,WMT,Walmart Inc
GSLC,WPC,WPC,WP Carey Inc
GSLC,WRB,WRB,W R Berkley Corp
GSLC,WST,WST,West Pharmaceutical Services Inc
GSLC,WTW,WTW,Willis Towers Watson PLC
GSLC,WY,WY,Weyerhaeuser Co
GSLC,XEL,XEL,Xcel Energy Inc
GSLC,XOM,XOM,Exxon Mobil Corp
GSLC,XYL,XYL,Xylem Inc
GSLC,YUM,YUM,Yum! Brands Inc
GSLC,ZBH,ZBH,Zimmer Biomet Holdings Inc
GSLC,ZBRA,ZBRA,Zebra Technologies Corp
GSLC,ZEN,ZEN,Zendesk Inc
GSLC,ZM,ZM,Zoom Video Communications Inc
GSLC,ZTS,ZTS,Zoetis Inc
GUSA,A,A,Agilent Technologies Inc
GUSA,AA,AA,Alcoa Corp
GUSA,AAL,AAL,American Airlines Group Inc
GUSA,AAP,AAP,Advance Auto Parts Inc
GUSA,AAPL,AAPL,Apple Inc
GUSA,ABBV,ABBV,AbbVie Inc
GUSA,ABC,ABC,AmerisourceBergen Corp
GUSA,ABMD,ABMD,ABIOMED Inc
GUSA,ABNB,ABNB,Airbnb Inc
GUSA,ABT,ABT,Abbott Laboratories
GUSA,ACGL,ACGL,Arch Capital Group Ltd
GUSA,ACHC,ACHC,Acadia Healthcare Co Inc
GUSA,ACI,ACI,Albertsons Cos Inc
GUSA,ACM,ACM,AECOM
GUSA,ACN,ACN,Accenture PLC
GUSA,ADBE,ADBE,Adobe Inc
GUSA,ADC,ADC,Agree Realty Corp
GUSA,ADI,ADI,Analog Devices Inc
GUSA,ADM,ADM,Archer-Daniels-Midland Co
GUSA,ADP,ADP,Automatic Data Processing Inc
GUSA,ADSK,ADSK,Autodesk Inc
GUSA,ADT,ADT,ADT Inc
GUSA,AEE,AEE,Ameren Corp
GUSA,AEP,AEP,American Electric Power Co Inc
GUSA,AES,AES,AES Corp
GUSA,AFG,AFG,American Financial Group Inc
GUSA,AFL,AFL,Aflac Inc
GUSA,AFRM,AFRM,Affirm Holdings Inc
GUSA,AGCO,AGCO,AGCO Corp
GUSA,AGL,AGL,agilon health Inc
GUSA,AGNC,AGNC,AGNC Investment Corp
GUSA,AGR,AGR,Avangrid Inc
GUSA,AIG,AIG,American International Group Inc
GUSA,AIRC,AIRC,Apartment Income REIT Corp
GUSA,AIZ,AIZ,Assurant Inc
GUSA,AJG,AJG,Arthur J Gallagher & Co
GUSA,AKAM,AKAM,Akamai Technologies Inc
GUSA,AL,AL,Air Lease Corp
GUSA,ALB,ALB,Albemarle Corp
GUSA,ALGN,ALGN,Align Technology Inc
GUSA,ALK,ALK,Alaska Air Group Inc
GUSA,ALL,ALL,Allstate Corp
GUSA,ALLE,ALLE,Allegion plc
GUSA,ALLY,ALLY,Ally Financial Inc
GUSA,ALNY,ALNY,Alnylam Pharmaceuticals Inc
GUSA,ALV,ALV,Autoliv Inc
GUSA,AMAT,AMAT,Applied Materials Inc
GUSA,AMC,AMC,AMC Entertainment Holdings Inc
GUSA,AMCR,AMCR,Amcor PLC
GUSA,AMD,AMD,Advanced Micro Devices Inc
GUSA,AME,AME,AMETEK Inc
GUSA,AMED,AMED,Amedisys Inc
GUSA,AMG,AMG,Affiliated Managers Group Inc
GUSA,AMGN,AMGN,Amgen Inc
GUSA,AMH,AMH,American Homes 4 Rent
GUSA,AMP,AMP,Ameriprise Financial Inc
GUSA,AMT,AMT,American Tower Corp
GUSA,AMZN,AMZN,Amazon.com Inc
GUSA,AN,AN,AutoNation Inc
GUSA,ANET,ANET,Arista Networks Inc
GUSA,ANSS,ANSS,ANSYS Inc
GUSA,AON,AON,Aon PLC
GUSA,AOS,AOS,A O Smith Corp
GUSA,APA,APA,APA Corp
GUSA,APD,APD,Air Products and Chemicals Inc
GUSA,APE,APE,AMC Entertainment Holdings Inc
GUSA,APH,APH,Amphenol Corp
GUSA,APLS,APLS,Apellis Pharmaceuticals Inc
GUSA,APO,APO,Apollo Global Management Inc
GUSA,APP,APP,AppLovin Corp
GUSA,APPN,APPN,Appian Corp
GUSA,APTV,APTV,Aptiv PLC
GUSA,AR,AR,Antero Resources Corp
GUSA,ARE,ARE,Alexandria Real Estate Equities Inc
GUSA,ARES,ARES,Ares Management Corp
GUSA,ARMK,ARMK,Aramark
GUSA,ARW,ARW,Arrow Electronics Inc
GUSA,ARWR,ARWR,Arrowhead Pharmaceuticals Inc
GUSA,ASAN,ASAN,Asana Inc
GUSA,ASGN,ASGN,ASGN Inc
GUSA,ASH,ASH,Ashland Inc
GUSA,ATO,ATO,Atmos Energy Corp
GUSA,ATR,ATR,AptarGroup Inc
GUSA,ATVI,ATVI,Activision Blizzard Inc
GUSA,AVB,AVB,AvalonBay Communities Inc
GUSA,AVGO,AVGO,Broadcom Inc
GUSA,AVLR,AVLR,Avalara Inc
GUSA,AVTR,AVTR,Avantor Inc
GUSA,AVY,AVY,Avery Dennison Corp
GUSA,AWK,AWK,American Water Works Co Inc
GUSA,AXON,AXON,Axon Enterprise Inc
GUSA,AXP,AXP,American Express Co
GUSA,AXTA,AXTA,Axalta Coating Systems Ltd
GUSA,AYI,AYI,Acuity Brands Inc
GUSA,AZO,AZO,AutoZone Inc
GUSA,AZPN,AZPN,Aspen Technology Inc
GUSA,AZTA,AZTA,Azenta Inc
GUSA,BA,BA,Boeing Co
GUSA,BAC,BAC,Bank of America Corp
GUSA,BAH,BAH,Booz Allen Hamilton Holding Corp
GUSA,BALL,BALL,Ball Corp
GUSA,BAX,BAX,Baxter International Inc
GUSA,BBWI,BBWI,Bath & Body Works Inc
GUSA,BBY,BBY,Best Buy Co Inc
GUSA,BC,BC,Brunswick Corp
GUSA,BDX,BDX,Becton Dickinson and Co
GUSA,BEN,BEN,Franklin Resources Inc
GUSA,BEPC,BEPC,Brookfield Renewable Corp
GUSA,BERY,BERY,Berry Global Group Inc
GUSA,BF/A,BF-A,Brown-Forman Corp
GUSA,BF/B,BF-B,Brown-Forman Corp
GUSA,BFAM,BFAM,Bright Horizons Family Solutions Inc
GUSA,BG,BG,Bunge Ltd
GUSA,BHC,BHC,Bausch Health Cos Inc
GUSA,BHVN,BHVN,Biohaven Pharmaceutical Holding Co Ltd
GUSA,BIIB,BIIB,Biogen Inc
GUSA,BILL,BILL,Bill.com Holdings Inc
GUSA,BIO,BIO,Bio-Rad Laboratories Inc
GUSA,BJ,BJ,BJs Wholesale Club Holdings Inc
GUSA,BK,BK,Bank of New York Mellon Corp
GUSA,BKI,BKI,Black Knight Inc
GUSA,BKNG,BKNG,Booking Holdings Inc
GUSA,BKR,BKR,Baker Hughes Co
GUSA,BL,BL,Blackline Inc
GUSA,BLCO,BLCO,Bausch + Lomb Corp
GUSA,BLD,BLD,TopBuild Corp
GUSA,BLDR,BLDR,Builders FirstSource Inc
GUSA,BLK,BLK,BlackRock Inc
GUSA,BMBL,BMBL,Bumble Inc
GUSA,BMRN,BMRN,BioMarin Pharmaceutical Inc
GUSA,BMY,BMY,Bristol-Myers Squibb Co
GUSA,BOKF,BOKF,BOK Financial Corp
GUSA,BPMC,BPMC,Blueprint Medicines Corp
GUSA,BPOP,BPOP,Popular Inc
GUSA,BR,BR,Broadridge Financial Solutions Inc
GUSA,BRK/B,BRK-B,Berkshire Hathaway Inc
GUSA,BRKR,BRKR,Bruker Corp
GUSA,BRO,BRO,Brown & Brown Inc
GUSA,BROS,BROS,Dutch Bros Inc
GUSA,BRX,BRX,Brixmor Property Group Inc
GUSA,BSX,BSX,Boston Scientific Corp
GUSA,BSY,BSY,Bentley Systems Inc
GUSA,BURL,BURL,Burlington Stores Inc
GUSA,BWA,BWA,BorgWarner Inc
GUSA,BWXT,BWXT,BWX Technologies Inc
GUSA,BX,BX,Blackstone Inc
GUSA,BXP,BXP,Boston Properties Inc
GUSA,BYD,BYD,Boyd Gaming Corp
GUSA,C,C,Citigroup Inc
GUSA,CABO,CABO,Cable One Inc
GUSA,CACC,CACC,Credit Acceptance Corp
GUSA,CACI,CACI,CACI International Inc
GUSA,CAG,CAG,Conagra Brands Inc
GUSA,CAH,CAH,Cardinal Health Inc
GUSA,CAR,CAR,Avis Budget Group Inc
GUSA,CARR,CARR,Carrier Global Corp
GUSA,CASY,CASY,Caseys General Stores Inc
GUSA,CAT,CAT,Caterpillar Inc
GUSA,CB,CB,Chubb Ltd
GUSA,CBOE,CBOE,Cboe Global Markets Inc
GUSA,CBRE,CBRE,CBRE Group Inc
GUSA,CBSH,CBSH,Commerce Bancshares Inc
GUSA,CCCS,CCCS,CCC Intelligent Solutions Holdings Inc
GUSA,CCI,CCI,Crown Castle Inc
GUSA,CCK,CCK,Crown Holdings Inc
GUSA,CCL,CCL,Carnival Corp
GUSA,CDAY,CDAY,Ceridian HCM Holding Inc
GUSA,CDNS,CDNS,Cadence Design Systems Inc
GUSA,CDW,CDW,CDW Corp
GUSA,CE,CE,Celanese Corp
GUSA,CEG,CEG,Constellation Energy Corp
GUSA,CELH,CELH,Celsius Holdings Inc
GUSA,CF,CF,CF Industries Holdings Inc
GUSA,CFG,CFG,Citizens Financial Group Inc
GUSA,CFLT,CFLT,Confluent Inc
GUSA,CFR,CFR,Cullen/Frost Bankers Inc
GUSA,CG,CG,Carlyle Group Inc
GUSA,CGNX,CGNX,Cognex Corp
GUSA,CHD,CHD,Church & Dwight Co Inc
GUSA,CHDN,CHDN,Churchill Downs Inc
GUSA,CHE,CHE,Chemed Corp
GUSA,CHH,CHH,Choice Hotels International Inc
GUSA,CHK,CHK,Chesapeake Energy Corp
GUSA,CHNG,CHNG,Change Healthcare Inc
GUSA,CHPT,CHPT,ChargePoint Holdings Inc
GUSA,CHRD,CHRD,Chord Energy Corp
GUSA,CHRW,CHRW,CH Robinson Worldwide Inc
GUSA,CHTR,CHTR,Charter Communications Inc
GUSA,CHWY,CHWY,Chewy Inc
GUSA,CI,CI,Cigna Corp
GUSA,CIEN,CIEN,Ciena Corp
GUSA,CINF,CINF,Cincinnati Financial Corp
GUSA,CIVI,CIVI,Civitas Resources Inc
GUSA,CL,CL,Colgate-Palmolive Co
GUSA,CLF,CLF,Cleveland-Cliffs Inc
GUSA,CLH,CLH,Clean Harbors Inc
GUSA,CLR,CLR,Continental Resources Inc
GUSA,CLVT,CLVT,Clarivate PLC
GUSA,CLX,CLX,Clorox Co
GUSA,CMA,CMA,Comerica Inc
GUSA,CMCSA,CMCSA,Comcast Corp
GUSA,CME,CME,CME Group Inc
GUSA,CMG,CMG,Chipotle Mexican Grill Inc
GUSA,CMI,CMI,Cummins Inc
GUSA,CMS,CMS,CMS Energy Corp
GUSA,CNA,CNA,CNA Financial Corp
GUSA,CNC,CNC,Centene Corp
GUSA,CNM,CNM,Core & Main Inc
GUSA,CNP,CNP,CenterPoint Energy Inc
GUSA,CNXC,CNXC,Concentrix Corp
GUSA,COF,COF,Capital One Financial Corp
GUSA,COHR,COHR,Coherent Corp
GUSA,COIN,COIN,Coinbase Global Inc
GUSA,COKE,COKE,Coca-Cola Consolidated Inc
GUSA,COLD,COLD,Americold Realty Trust Inc
GUSA,COLM,COLM,Columbia Sportswear Co
GUSA,COO,COO,Cooper Cos Inc
GUSA,COP,COP,ConocoPhillips
GUSA,COST,COST,Costco Wholesale Corp
GUSA,COTY,COTY,Coty Inc
GUSA,COUP,COUP,Coupa Software Inc
GUSA,CPB,CPB,Campbell Soup Co
GUSA,CPNG,CPNG,Coupang Inc
GUSA,CPRI,CPRI,Capri Holdings Ltd
GUSA,CPRT,CPRT,Copart Inc
GUSA,CPT,CPT,Camden Property Trust
GUSA,CR,CR,Crane Holdings Co
GUSA,CRL,CRL,Charles River Laboratories International Inc
GUSA,CRM,CRM,Salesforce Inc
GUSA,CROX,CROX,Crocs Inc
GUSA,CRWD,CRWD,Crowdstrike Holdings Inc
GUSA,CSCO,CSCO,Cisco Systems Inc
GUSA,CSGP,CSGP,CoStar Group Inc
GUSA,CSL,CSL,Carlisle Cos Inc
GUSA,CSX,CSX,CSX Corp
GUSA,CTAS,CTAS,Cintas Corp
GUSA,CTLT,CTLT,Catalent Inc
GUSA,CTRA,CTRA,Coterra Energy Inc
GUSA,CTSH,CTSH,Cognizant Technology Solutions Corp
GUSA,CTVA,CTVA,Corteva Inc
GUSA,CTXS,CTXS,Citrix Systems Inc
GUSA,CUBE,CUBE,CubeSmart
GUSA,CUZ,CUZ,Cousins Properties Inc
GUSA,CVNA,CVNA,Carvana Co
GUSA,CVS,CVS,CVS Health Corp
GUSA,CVX,CVX,Chevron Corp
GUSA,CW,CW,Curtiss-Wright Corp
GUSA,CWEN,CWEN,Clearway Energy Inc
GUSA,CWEN/A,CWEN-A,Clearway Energy Inc
GUSA,CZR,CZR,Caesars Entertainment Inc
GUSA,D,D,Dominion Energy Inc
GUSA,DAL,DAL,Delta Air Lines Inc
GUSA,DAR,DAR,Darling Ingredients Inc
GUSA,DASH,DASH,DoorDash Inc
GUSA,DBX,DBX,Dropbox Inc
GUSA,DCI,DCI,Donaldson Co Inc
GUSA,DD,DD,DuPont de Nemours Inc
GUSA,DDOG,DDOG,Datadog Inc
GUSA,DE,DE,Deere & Co
GUSA,DECK,DECK,Deckers Outdoor Corp
GUSA,DEI,DEI,Douglas Emmett Inc
GUSA,DELL,DELL,Dell Technologies Inc
GUSA,DFS,DFS,Discover Financial Services
GUSA,DG,DG,Dollar General Corp
GUSA,DGX,DGX,Quest Diagnostics Inc
GUSA,DHI,DHI,DR Horton Inc
GUSA,DHR,DHR,Danaher Corp
GUSA,DINO,DINO,HF Sinclair Corp
GUSA,DIS,DIS,Walt Disney Co
GUSA,DISH,DISH,DISH Network Corp
GUSA,DKNG,DKNG,DraftKings Inc
GUSA,DKS,DKS,Dicks Sporting Goods Inc
GUSA,DLB,DLB,Dolby Laboratories Inc
GUSA,DLO,DLO,Dlocal Ltd/Uruguay
GUSA,DLR,DLR,Digital Realty Trust Inc
GUSA,DLTR,DLTR,Dollar Tree Inc
GUSA,DNA,DNA,Ginkgo Bioworks Holdings Inc
GUSA,DNB,DNB,Dun & Bradstreet Holdings Inc
GUSA,DOCN,DOCN,DigitalOcean Holdings Inc
GUSA,DOCS,DOCS,Doximity Inc
GUSA,DOCU,DOCU,DocuSign Inc
GUSA,DOV,DOV,Dover Corp
GUSA,DOW,DOW,Dow Inc
GUSA,DOX,DOX,Amdocs Ltd
GUSA,DPZ,DPZ,Dominos Pizza Inc
GUSA,DRE,DRE,Duke Realty Corp
GUSA,DRI,DRI,Darden Restaurants Inc
GUSA,DT,DT,Dynatrace Inc
GUSA,DTE,DTE,DTE Energy Co
GUSA,DTM,DTM,DT Midstream Inc
GUSA,DUK,DUK,Duke Energy Corp
GUSA,DVA,DVA,DaVita Inc
GUSA,DVN,DVN,Devon Energy Corp
GUSA,DXC,DXC,DXC Technology Co
GUSA,DXCM,DXCM,Dexcom Inc
GUSA,EA,EA,Electronic Arts Inc
GUSA,EBAY,EBAY,eBay Inc
GUSA,ECL,ECL,Ecolab Inc
GUSA,ED,ED,Consolidated Edison Inc
GUSA,EDR,EDR,Endeavor Group Holdings Inc
GUSA,EEFT,EEFT,Euronet Worldwide Inc
GUSA,EFX,EFX,Equifax Inc
GUSA,EGP,EGP,EastGroup Properties Inc
GUSA,EHC,EHC,Encompass Health Corp
GUSA,EIX,EIX,Edison International
GUSA,EL,EL,Estee Lauder Cos Inc
GUSA,ELAN,ELAN,Elanco Animal Health Inc
GUSA,ELS,ELS,Equity LifeStyle Properties Inc
GUSA,ELV,ELV,Elevance Health Inc
GUSA,EME,EME,EMCOR Group Inc
GUSA,EMN,EMN,Eastman Chemical Co
GUSA,EMR,EMR,Emerson Electric Co
GUSA,ENPH,ENPH,Enphase Energy Inc
GUSA,ENTG,ENTG,Entegris Inc
GUSA,EOG,EOG,EOG Resources Inc
GUSA,EPAM,EPAM,EPAM Systems Inc
GUSA,EQH,EQH,Equitable Holdings Inc
GUSA,EQIX,EQIX,Equinix Inc
GUSA,EQR,EQR,Equity Residential
GUSA,EQT,EQT,EQT Corp
GUSA,ERIE,ERIE,Erie Indemnity Co
GUSA,ES,ES,Eversource Energy
GUSA,ESNT,ESNT,Essent Group Ltd
GUSA,ESS,ESS,Essex Property Trust Inc
GUSA,ESTC,ESTC,Elastic NV
GUSA,ETN,ETN,Eaton Corp PLC
GUSA,ETR,ETR,Entergy Corp
GUSA,ETSY,ETSY,Etsy Inc
GUSA,EVRG,EVRG,Evergy Inc
GUSA,EW,EW,Edwards Lifesciences Corp
GUSA,EWBC,EWBC,East West Bancorp Inc
GUSA,EXAS,EXAS,Exact Sciences Corp
GUSA,EXC,EXC,Exelon Corp
GUSA,EXEL,EXEL,Exelixis Inc
GUSA,EXLS,EXLS,ExlService Holdings Inc
GUSA,EXP,EXP,Eagle Materials Inc
GUSA,EXPD,EXPD,Expeditors International of Washington Inc
GUSA,EXPE,EXPE,Expedia Group Inc
GUSA,EXPO,EXPO,Exponent Inc
GUSA,EXR,EXR,Extra Space Storage Inc
GUSA,F,F,Ford Motor Co
GUSA,FAF,FAF,First American Financial Corp
GUSA,FANG,FANG,Diamondback Energy Inc
GUSA,FAST,FAST,Fastenal Co
GUSA,FBHS,FBHS,Fortune Brands Home & Security Inc
GUSA,FCN,FCN,FTI Consulting Inc
GUSA,FCNCA,FCNCA,First Citizens BancShares Inc
GUSA,FCX,FCX,Freeport-McMoRan Inc
GUSA,FDS,FDS,FactSet Research Systems Inc
GUSA,FDX,FDX,FedEx Corp
GUSA,FE,FE,FirstEnergy Corp
GUSA,FFIN,FFIN,First Financial Bankshares Inc
GUSA,FFIV,FFIV,F5 Inc
GUSA,FHN,FHN,First Horizon Corp
GUSA,FIBK,FIBK,First Interstate BancSystem Inc
GUSA,FICO,FICO,Fair Isaac Corp
GUSA,FIS,FIS,Fidelity National Information Services Inc
GUSA,FISV,FISV,Fiserv Inc
GUSA,FITB,FITB,Fifth Third Bancorp
GUSA,FIVE,FIVE,Five Below Inc
GUSA,FIVN,FIVN,Five9 Inc
GUSA,FLEX,FLEX,Flex Ltd
GUSA,FLO,FLO,Flowers Foods Inc
GUSA,FLT,FLT,FleetCor Technologies Inc
GUSA,FMC,FMC,FMC Corp
GUSA,FND,FND,Floor & Decor Holdings Inc
GUSA,FNF,FNF,Fidelity National Financial Inc
GUSA,FOX,FOX,Fox Corp
GUSA,FOXA,FOXA,Fox Corp
GUSA,FOXF,FOXF,Fox Factory Holding Corp
GUSA,FR,FR,First Industrial Realty Trust Inc
GUSA,FRC,FRC,First Republic Bank
GUSA,FRT,FRT,Federal Realty Investment Trust
GUSA,FSLR,FSLR,First Solar Inc
GUSA,FTNT,FTNT,Fortinet Inc
GUSA,FTV,FTV,Fortive Corp
GUSA,FWONA,FWONA,Liberty Media Corp-Liberty Formula One
GUSA,FWONK,FWONK,Liberty Media Corp-Liberty Formula One
GUSA,FYBR,FYBR,Frontier Communications Parent Inc
GUSA,G,G,Genpact Ltd
GUSA,GBCI,GBCI,Glacier Bancorp Inc
GUSA,GD,GD,General Dynamics Corp
GUSA,GDDY,GDDY,GoDaddy Inc
GUSA,GE,GE,General Electric Co
GUSA,GFS,GFS,GLOBALFOUNDRIES Inc
GUSA,GGG,GGG,Graco Inc
GUSA,GH,GH,Guardant Health Inc
GUSA,GILD,GILD,Gilead Sciences Inc
GUSA,GIS,GIS,General Mills Inc
GUSA,GL,GL,Globe Life Inc
GUSA,GLOB,GLOB,Globant SA
GUSA,GLPI,GLPI,Gaming and Leisure Properties Inc
GUSA,GLW,GLW,Corning Inc
GUSA,GM,GM,General Motors Co
GUSA,GME,GME,GameStop Corp
GUSA,GMED,GMED,Globus Medical Inc
GUSA,GNRC,GNRC,Generac Holdings Inc
GUSA,GNTX,GNTX,Gentex Corp
GUSA,GOOG,GOOG,Alphabet Inc-Cl C
GUSA,GOOGL,GOOGL,Alphabet Inc-Cl A
